student_id,interests,core_program,program_match
3431,Cybersecurity;Engineering;Accounting;Computer Science,information technology,0.41
4500,Film;Computer Science;Cybersecurity;Ecology,nursing,0.13
1095,Data Science;Law;Psychology;Computer Science;Banking,cyber security,0.26
2034,Architecture;Information Technology,trades,0.14
3234,Film;Accounting;Nursing,cyber security,0.13
1839,Marketing;Environmental Science;Law;Film,engineering,0.33
3304,Film;Accounting;Renewable Energy,education,0.25
1364,Ecology;Renewable Energy;Artificial Intelligence;Engineering,trades,0.1
728,Engineering;Information Technology;Ecology,logistics,0.31
3305,Accounting;Computer Science,health sciences,0.4
1562,Education;Psychology;Engineering,education,0.59
666,Law;Nursing;Engineering;Data Science;Marketing,construction,0.28
2330,Education;Ecology,agriculture,0.41
667,Psychology;Artificial Intelligence,education,0.3
2524,Public Health;Film;Information Technology;Business;Education,education,0.55
3813,Business;International Law;Banking;Architecture,construction,0.33
3479,Banking;Law,construction,0.24
4287,Marketing;Banking,health sciences,0.28
2631,Data Science;Finance;Cybersecurity;Architecture;Artificial Intelligence,agriculture,0.27
3549,Accounting;Data Science,health sciences,0.43
4518,Cybersecurity;Psychology;Design;Public Health;Finance,cyber security,0.23
3570,Cybersecurity;Marketing;Renewable Energy,nursing,0.11
4290,Artificial Intelligence;Education;Design;Finance,trades,0.15
3286,Design;Accounting;Marketing;Engineering,information technology,0.44
4453,Renewable Energy;Law;Information Technology;Computer Science;Psychology,construction,0.23
2203,Business;Computer Science;Film,mining,0.19
4141,Accounting;Renewable Energy;International Law;Business;Public Health,trades,0.21
4519,Education;Design;Marketing;Information Technology;Renewable Energy,engineering,0.4
1008,Artificial Intelligence;Accounting;Education,cyber security,0.28
989,Artificial Intelligence;Nursing;Ecology;Psychology;Finance,logistics,0.16
3764,Finance;Marketing;Ecology;Psychology;Banking,education,0.34
3332,Banking;Computer Science;Finance;Engineering;Architecture,mining,0.24
959,Design;Computer Science;Architecture,mining,0.13
3234,Film;Accounting;Nursing,information technology,0.24
2759,Marketing;Finance;Cybersecurity;Banking,nursing,0.12
1609,Film;Business;Marketing;Design,health sciences,0.28
2641,Ecology;Finance;Business;Psychology,construction,0.22
3787,Film;Public Health;Engineering;Marketing,information technology,0.43
4053,Psychology;Accounting;Renewable Energy;Data Science,engineering,0.37
3138,Film;International Law,nursing,0.11
933,Marketing;Business;Cybersecurity;Engineering;Banking,education,0.3
2484,Marketing;Data Science;Nursing,logistics,0.24
1516,Information Technology;Ecology,health sciences,0.48
835,International Law;Environmental Science,logistics,0.21
2687,Sustainable Design;Ecology;International Law;Architecture;Data Science,education,0.38
238,Artificial Intelligence;Information Technology;Cybersecurity,logistics,0.24
561,Psychology;Business;Information Technology,mining,0.25
4136,Artificial Intelligence;Environmental Science;Finance,mining,0.22
1178,Sustainable Design;Architecture;Data Science,health sciences,0.41
64,Architecture;Banking,cyber security,0.19
3971,Environmental Science;Information Technology,information technology,0.79
2678,Education;Ecology;Engineering,nursing,0.3
3403,Film;Renewable Energy;Computer Science;Information Technology,mining,0.21
867,Sustainable Design;Public Health,nursing,0.3
2157,Law;Renewable Energy;Information Technology;Education;Marketing,cyber security,0.3
4722,Design;Data Science,construction,0.4
205,Psychology;Data Science,information technology,0.51
2446,Psychology;Ecology;Sustainable Design;Cybersecurity;International Law,logistics,0.15
2462,Film;Psychology;International Law,trades,0.08
3230,Engineering;Film;Information Technology;Public Health;Finance,engineering,0.44
598,Psychology;Law;Data Science;Accounting,mining,0.19
1483,Information Technology;Environmental Science;Public Health;Marketing;Ecology,information technology,0.56
4098,Cybersecurity;Psychology;Accounting;Ecology,health sciences,0.31
3022,Renewable Energy;Ecology;Nursing;Architecture;Psychology,logistics,0.13
4767,Law;Artificial Intelligence,information technology,0.42
1174,Business;Marketing,mining,0.28
4464,Ecology;Law,health sciences,0.42
3444,Nursing;Engineering;Environmental Science;Ecology;Renewable Energy,cyber security,0.19
2559,Psychology;Public Health;Cybersecurity;Nursing,education,0.4
2432,Business;International Law;Nursing;Banking;Renewable Energy,agriculture,0.29
59,Data Science;Public Health;Renewable Energy;Cybersecurity,mining,0.19
2330,Education;Ecology,construction,0.21
4272,Education;Artificial Intelligence;Marketing,health sciences,0.43
2705,Banking;Renewable Energy;Sustainable Design;Nursing;Engineering,cyber security,0.19
4708,Accounting;Design;Business,health sciences,0.29
4793,Design;Ecology;Renewable Energy;Psychology;Sustainable Design,agriculture,0.28
1595,Accounting;Law;Information Technology;Architecture;Marketing,information technology,0.5
1255,Computer Science;Nursing,agriculture,0.25
437,Cybersecurity;Film;Artificial Intelligence;Design;Psychology,cyber security,0.2
4534,Architecture;Information Technology;Nursing;Law,agriculture,0.24
1228,Business;Banking,education,0.33
3220,Ecology;Public Health;Nursing,education,0.47
1354,Artificial Intelligence;Finance;Engineering,construction,0.35
1128,Cybersecurity;Banking;Education;Psychology;Public Health,health sciences,0.44
1838,Design;Marketing;Film;Public Health;Law,information technology,0.4
3359,Sustainable Design;Education;Banking,mining,0.24
621,Ecology;Banking;Business,education,0.31
2419,International Law;Information Technology,engineering,0.42
745,International Law;Cybersecurity,trades,0.08
901,Information Technology;Renewable Energy,agriculture,0.38
3128,Psychology;Architecture;Accounting;Nursing;Marketing,agriculture,0.2
1345,Cybersecurity;Psychology;Nursing;Engineering,cyber security,0.16
3998,Engineering;International Law,engineering,0.66
1501,Engineering;Renewable Energy;Sustainable Design,health sciences,0.39
3237,Cybersecurity;Sustainable Design;Business;Engineering;Finance,mining,0.23
3262,Cybersecurity;Finance,trades,0.14
4013,Finance;International Law;Architecture;Psychology,logistics,0.14
3403,Film;Renewable Energy;Computer Science;Information Technology,engineering,0.38
135,Business;Computer Science;Nursing;Sustainable Design,information technology,0.47
2226,Film;Banking,engineering,0.2
3903,Environmental Science;Business;Banking,nursing,0.2
37,Environmental Science;Sustainable Design,nursing,0.23
2225,Cybersecurity;Film;Ecology,mining,0.06
3325,Architecture;International Law;Environmental Science,cyber security,0.29
4018,Business;Computer Science;Education;Law,construction,0.3
2863,Environmental Science;Design;Nursing;Law;Engineering,engineering,0.54
4661,Cybersecurity;Film,construction,0.07
2222,Design;Banking;Marketing;Public Health,education,0.39
1842,Artificial Intelligence;Engineering;Architecture,health sciences,0.37
247,International Law;Cybersecurity;Business;Sustainable Design,cyber security,0.31
145,Marketing;Data Science;Engineering;Cybersecurity;Artificial Intelligence,nursing,0.19
3563,Finance;International Law,trades,0.22
558,Nursing;Business;Computer Science;Finance,construction,0.3
1897,Marketing;Information Technology;Finance,logistics,0.31
4396,International Law;Psychology,cyber security,0.23
1105,Law;Information Technology;Cybersecurity,engineering,0.29
3557,Environmental Science;Computer Science;Cybersecurity;Accounting;Education,nursing,0.27
1145,International Law;Banking;Ecology,health sciences,0.38
1515,Nursing;Film;Finance;Accounting,education,0.33
3574,Architecture;Education;Data Science;Psychology,agriculture,0.29
2132,Computer Science;Finance;Information Technology;Business;Data Science,engineering,0.47
2704,Banking;Computer Science;Film,agriculture,0.22
3742,Law;Public Health,health sciences,0.57
3768,Computer Science;Data Science;Marketing;Cybersecurity;Law,nursing,0.21
3567,Renewable Energy;Finance;Artificial Intelligence;Cybersecurity,logistics,0.19
2968,Cybersecurity;International Law;Finance;Environmental Science;Nursing,trades,0.12
417,Banking;Public Health;Marketing;Finance,cyber security,0.29
892,Design;Architecture;International Law;Data Science,information technology,0.49
1938,Cybersecurity;Sustainable Design;Law;Public Health,education,0.41
824,Data Science;Accounting;Law;Marketing;Psychology,engineering,0.36
2601,Business;Law;Public Health,mining,0.26
3094,Information Technology;Nursing;Renewable Energy,nursing,0.43
3984,Cybersecurity;Public Health,agriculture,0.25
4440,Architecture;Accounting,health sciences,0.24
1447,Cybersecurity;Environmental Science,engineering,0.34
4200,Law;Artificial Intelligence;Finance;Cybersecurity,logistics,0.16
4586,Film;Law;Public Health,nursing,0.23
4523,Artificial Intelligence;Marketing;Data Science;Banking;Business,cyber security,0.29
1690,Artificial Intelligence;Accounting;Finance;Law,trades,0.19
4182,Marketing;Film;Nursing;Data Science;Architecture,health sciences,0.37
1984,Architecture;Psychology;Computer Science,information technology,0.43
2741,Finance;International Law;Architecture,health sciences,0.36
215,Banking;Public Health;Ecology;Business,mining,0.26
3131,Marketing;Law;Finance;Accounting,cyber security,0.25
3321,Environmental Science;International Law;Design;Renewable Energy,agriculture,0.31
1566,Computer Science;Engineering,construction,0.39
631,Cybersecurity;Data Science;Ecology;Architecture,mining,0.12
1099,Law;Banking;Design;Environmental Science,cyber security,0.27
4972,Design;Architecture;Law;Nursing,logistics,0.13
117,Design;Banking;Nursing;Film,construction,0.27
1589,Data Science;Banking;Marketing,mining,0.26
2388,Public Health;Banking;Engineering;Psychology;Education,logistics,0.21
2687,Sustainable Design;Ecology;International Law;Architecture;Data Science,information technology,0.45
2004,Marketing;Architecture;Artificial Intelligence;International Law;Film,nursing,0.15
3824,Marketing;Engineering;International Law,trades,0.21
3702,Renewable Energy;Law;Nursing,cyber security,0.23
2152,Engineering;Education;Banking;Data Science;Information Technology,logistics,0.29
712,Marketing;Architecture;Design,education,0.3
1123,Environmental Science;Business;Psychology;Data Science;Design,logistics,0.21
909,Sustainable Design;Marketing;Film;Artificial Intelligence,cyber security,0.23
3618,Banking;Engineering;Film;Law,engineering,0.42
1004,International Law;Accounting;Law;Education,agriculture,0.29
2135,Finance;International Law;Design;Computer Science,health sciences,0.41
3028,Information Technology;Public Health;Architecture;Film,information technology,0.51
1523,Sustainable Design;Film;Ecology,health sciences,0.32
2485,Sustainable Design;Finance,health sciences,0.36
4640,Artificial Intelligence;Engineering,logistics,0.32
337,Law;Renewable Energy;Psychology,engineering,0.31
3419,Computer Science;Banking;Renewable Energy,engineering,0.38
81,Psychology;Environmental Science;Business;International Law;Artificial Intelligence,health sciences,0.47
3059,Business;Marketing;Public Health,health sciences,0.47
2892,Environmental Science;Architecture;Nursing;Public Health,agriculture,0.32
3890,Architecture;Sustainable Design,nursing,0.2
2201,Sustainable Design;Renewable Energy;Finance;Environmental Science,mining,0.27
280,Cybersecurity;Ecology,cyber security,0.22
2267,Engineering;Architecture;Environmental Science;Education,health sciences,0.53
1065,International Law;Film;Architecture,logistics,0.1
4540,Law;Cybersecurity;Renewable Energy;Environmental Science,information technology,0.37
2296,Law;Banking;Engineering;Film;Finance,nursing,0.16
2412,Psychology;Computer Science;Law;Artificial Intelligence,cyber security,0.29
1129,Finance;Sustainable Design;Banking;Film;Design,education,0.32
4158,Law;Environmental Science;Accounting;Ecology,logistics,0.16
3934,Film;Law;Sustainable Design,engineering,0.28
2432,Business;International Law;Nursing;Banking;Renewable Energy,trades,0.21
4517,Information Technology;Psychology,agriculture,0.25
4231,Artificial Intelligence;Banking;Design,mining,0.18
2655,Engineering;Design,nursing,0.23
3299,Marketing;Business;Information Technology;International Law,logistics,0.3
1471,Public Health;Engineering,cyber security,0.29
3835,Artificial Intelligence;Ecology;Marketing;Environmental Science,cyber security,0.27
1731,Nursing;Ecology;Education;Psychology;Finance,agriculture,0.32
4029,Engineering;Business,engineering,0.69
1584,Data Science;International Law,information technology,0.61
3557,Environmental Science;Computer Science;Cybersecurity;Accounting;Education,trades,0.15
